3440404462887666,"visual"
3440771229680961,"visual"
3440797716480492,"visual"
3440882508837140,"visual"
3440883255317437,"visual"
3440883812990446,"visual"
3440883813274861,"visual"
3440884010160063,"non-visual"
3440884555554135,"visual"
3440886308870077,"visual"
3440886484753607,"non-visual"
3440888607289988,"visual"
3440889160707163,"non-visual"
3440889488009844,"visual"
3440889890393784,"visual"
3440890230198579,"visual"
3440891651723025,"visual"
3440892944292435,"visual"
3440895347583742,"visual"
3440895896884551,"non-visual"
3440896169567757,"non-visual"
3440898929443055,"visual"
3440899265055642,"visual"
3440902460960540,"non-visual"
3440902561643807,"visual"
3440903190914984,"visual"
3440906252839505,"non-visual"
3440906806069137,"visual"
3440907997212702,"visual"
3440909020815265,"visual"
3440909498673969,"visual"
3440910614430261,"visual"
3440913303311187,"non-visual"
3440913475312383,"visual"
3440913592436819,"visual"
3440913982171885,"visual"
3440914821699347,"non-visual"
3440914955588202,"visual"
3440915337704391,"visual"
3440917183054133,"visual"
3440917472520419,"visual"
3440918349048479,"non-visual"
3440922152767350,"non-visual"
3440922404812399,"non-visual"
3440924003086046,"visual"
3440925063997712,"visual"
3440927291086497,"non-visual"
3440929975444686,"visual"
3440930088973742,"non-visual"
3440931682878223,"visual"
3440933389494544,"visual"
3440934832672555,"non-visual"
3440935239143408,"visual"
3440936996860800,"visual"
3440937869110193,"visual"
3440939026122960,"visual"
3440939525509233,"visual"
3440939790322004,"visual"
3440940444770912,"non-visual"
3440941463555776,"visual"
3440942734820693,"visual"
3440943028482889,"visual"
3440944538233253,"visual"
3440944915639074,"visual"
3440948543656259,"visual"
3440949881864286,"visual"
3440950477582945,"visual"
3440951315573505,"non-visual"
3440951869873272,"visual"
3440954835379607,"visual"
3440955883929011,"non-visual"
3440955908817102,"visual"
3440957683130503,"visual"
3440957704147886,"non-visual"
3440958211777094,"visual"
3440960103318967,"visual"
3440961177046249,"visual"
3440962892292233,"visual"
3440964859722392,"visual"
3440966591858608,"visual"
3440966835039452,"non-visual"
3440967007193482,"non-visual"
3440967224936230,"non-visual"
3440967597804731,"non-visual"
3440970245015656,"visual"
3440971700737180,"visual"
3440971939611955,"non-visual"
3440972308807634,"visual"
3440973361365436,"visual"
3440976297323206,"visual"
3440979426280287,"visual"
3440982039215789,"visual"
3440987361913620,"visual"
3440990117759876,"visual"
3440991593890673,"visual"
3440991845622334,"visual"
3440992986759426,"visual"
3440993199962007,"visual"
3440993972469907,"non-visual"
3440995679319035,"non-visual"
3440996727960793,"visual"
3440997227245591,"visual"
3440999714498886,"non-visual"
3441000431702426,"visual"
3441001848498560,"non-visual"
3441003443192136,"non-visual"
3441004319843813,"non-visual"
3441005804217654,"visual"
3441008329449442,"non-visual"
3441008543434389,"visual"
3441008581004513,"visual"
3441012465187471,"visual"
3441013115007142,"non-visual"
3441015015154114,"visual"
3441016047041226,"non-visual"
3441016252632027,"non-visual"
3441016801698051,"visual"
3441017166718154,"non-visual"
3441018383261719,"visual"
3441018840329482,"non-visual"
3441018890598845,"non-visual"
3441023697511304,"non-visual"
3441026247572464,"visual"
3441026398607855,"visual"
3441027656510178,"visual"
3441034262896049,"non-visual"
3441034950364291,"visual"
3441035227504372,"non-visual"
3441280271389398,"visual"
3441393853254050,"visual"
3441394901568376,"non-visual"
3441394956105044,"non-visual"
3441395400743253,"visual"
3441402740663710,"non-visual"
3441405399928422,"non-visual"
3441405429273982,"visual"
3441407400830314,"visual"
3441409170442765,"visual"
3441410529100357,"visual"
3441412958255909,"visual"
3441413717483146,"non-visual"
3441414115709651,"non-visual"
3441414648111650,"visual"
3441417910980070,"visual"
3441418641337878,"visual"
3441418695929046,"non-visual"
3441419790378008,"visual"
3441419945902174,"non-visual"
3441420620893439,"visual"
3441421237817608,"visual"
3441421803747156,"visual"
3441422114472367,"non-visual"
3441422776495477,"non-visual"
3441424211127413,"visual"
3441424421187870,"non-visual"
3441425033584575,"visual"
3441425662419081,"non-visual"
3441426694261189,"visual"
3441431177875184,"visual"
3441431417306522,"visual"
3441435666278527,"non-visual"
3441441135544712,"non-visual"
3441441537848348,"non-visual"
3441445313176236,"visual"
3441446768371693,"visual"
3441448903216291,"visual"
3441452351113507,"visual"
3441455438184062,"non-visual"
3441456486781304,"visual"
3441458726321529,"visual"
3441459250620357,"non-visual"
3441460185854818,"visual"
3441463373699964,"visual"
3441463428226864,"visual"
3441464938206803,"visual"
3441468214026405,"non-visual"
3441468792465552,"visual"
3441473549029011,"visual"
3441473930587729,"visual"
3441481811001466,"visual"
3441482793248118,"visual"
3441483182918754,"non-visual"
3441483988663657,"visual"
3441486605593403,"visual"
3441488287576651,"visual"
3441488594189623,"non-visual"
3441488983860551,"visual"
3441489101461016,"non-visual"
3441490259143885,"visual"
3441490393368118,"non-visual"
3441491307770776,"non-visual"
3441494516324148,"visual"
3441495300706065,"visual"
3441496038775056,"non-visual"
3441496709904555,"visual"
3441497145877282,"visual"
3441498412638063,"visual"
3441501722367791,"visual"
3441503760498309,"visual"
3441508424447728,"non-visual"
3441516708398575,"visual"
3441517547108507,"visual"
3441518621020740,"visual"
3441519724294229,"visual"
3441522907475456,"non-visual"
3441523696172800,"visual"
3441525042521329,"visual"
3441526430826623,"visual"
3441530637411450,"visual"
3441535511132249,"visual"
3441536052617396,"visual"
3441537378025654,"visual"
3441538925774629,"visual"
3441539085190754,"visual"
3441540146307468,"visual"
3441540938835142,"non-visual"
3441540938835269,"visual"
3441541911853321,"visual"
3441541945516079,"visual"
3441544184799186,"visual"
3441544902613221,"visual"
3441546848675042,"non-visual"
3441552016175082,"non-visual"
3441552498369325,"visual"
3441553639219812,"visual"
3441557359645558,"visual"
3441560593273686,"visual"
3441562078132744,"visual"
3441562329585326,"visual"
3441562845746680,"non-visual"
3441563097461317,"non-visual"
3441564607483815,"visual"
3441566222381127,"visual"
3441568118088241,"non-visual"
3441569225356831,"non-visual"
3441571880370159,"non-visual"
3441573415102073,"visual"
3441573528803505,"non-visual"
3441573918520181,"non-visual"
3441575411919245,"visual"
3441576535975654,"non-visual"
3441576867220705,"visual"
3441577047794480,"non-visual"
3441577189991479,"visual"
3441577370829773,"visual"
3441580428229449,"non-visual"
3441582328195520,"visual"
3441583733118462,"non-visual"
3441584941323154,"visual"
3441586564672628,"non-visual"
3441593409834029,"visual"
3441596337308559,"visual"
3441597629164053,"visual"
3441599285993753,"visual"
3441599537477395,"visual"
3441600002879773,"visual"
3441600003108220,"visual"
3441601341105536,"visual"
3441603056667968,"visual"
3441605275385975,"visual"
3441608391631758,"visual"
3441608391631946,"visual"
3441609457185849,"non-visual"
3441609855224135,"visual"
3441612946788598,"visual"
3441616016579546,"visual"
3441616016887322,"visual"
3441616192822007,"visual"
3441616683481452,"visual"
3441617816348940,"visual"
3441619154094760,"visual"
3441619552635519,"visual"
3441619586453036,"visual"
3441621792593587,"visual"
3441622153118941,"visual"
3441622664671000,"non-visual"
3441622761421216,"visual"
3441622904057702,"non-visual"
3441622916643428,"visual"
3441623973304929,"non-visual"
3441624359525214,"visual"
3441625609430919,"non-visual"
3441626598667836,"visual"
3441630869165196,"visual"
3441632047759576,"visual"
3441636967699113,"visual"
3441637164613199,"visual"
3441638057917247,"visual"
3441638343212734,"visual"
3441639278753507,"visual"
3441639530207299,"non-visual"
3441639622219930,"non-visual"
3441640272483809,"non-visual"
3441640989896949,"visual"
3441642034257613,"visual"
3441642117876797,"visual"
3441645020767353,"non-visual"
3441646610250468,"visual"
3441647608156437,"non-visual"
3441648703159163,"visual"
3441648954568959,"visual"
3441649936304745,"non-visual"
3441649948890357,"non-visual"
3441651383411974,"non-visual"
3441651702254434,"non-visual"
3441652423579892,"non-visual"
3441652452626096,"visual"
3441655191910478,"visual"
3441655397475424,"visual"
3441655443360695,"non-visual"
3441655828987654,"non-visual"
3441656819127133,"visual"
3441657171186873,"non-visual"
3441658761242996,"non-visual"
3441658911927642,"visual"
3441661642465661,"visual"
3441662275671586,"visual"
3441663941239230,"visual"
3441664393956436,"non-visual"
3441665769805063,"non-visual"
3441668340924289,"visual"
3441668504536744,"visual"
3441668760067039,"visual"
3441670437872444,"visual"
3441673378168184,"visual"
3441673755862910,"non-visual"
3441674397335737,"non-visual"
3441675659962226,"visual"
3441676104258474,"visual"
3441677853536422,"visual"
3441677924715813,"visual"
3441677966807659,"non-visual"
3441678864180256,"visual"
3441679376139440,"visual"
3441679606731803,"non-visual"
3441680411945988,"non-visual"
3441680625196906,"visual"
3441682626652393,"non-visual"
3441684552011342,"visual"
3441684656892474,"non-visual"
3441688221646146,"non-visual"
3441690667146467,"visual"
3441690725699390,"non-visual"
3441692181200398,"non-visual"
3441692718387115,"visual"
3441693301082118,"visual"
3441693800515815,"visual"
3441694760520412,"visual"
3441694798278308,"visual"
3441695259961482,"non-visual"
3441695565490124,"visual"
3441695738230348,"non-visual"
3441696363075273,"visual"
3441697969634724,"visual"
3441699131489129,"visual"
3441700087287934,"non-visual"
3441701576607033,"visual"
